Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,TranslatedInstructions,URL
11,Homemade Baked Beans Recipe (Wholesome & Healthy),"250 grams Dry beans - (such as cannellini or soya beans),1 teaspoon Extra Virgin Olive Oil,1 Onion - finely chopped,1 clove Garlic - grated,500 grams Tomatoes - pureed,1 tablespoon Honey - or more to taste,1 teaspoon Cumin powder (Jeera),1 teaspoon Dried oregano,1/4 teaspoon Red Chilli powder - or cayenne pepper,Salt and Pepper - (coarsely pounded pepper) to taste",60,60,120,4,Fusion,High Protein Vegetarian,Vegetarian,"To begin making the homemade baked beans recipe, we first have to soak the beans overnight for about 8 hours in water.We also have to make the cooked tomato puree. Click here to see the recipe of how to make tomato puree at home.Once the beans are soaked well, our next step is to cook them. I like using the pressure cooker method to cook the beans. Place the beans in the pressure, place the weight on, cover the pan and cook it along with 2-1/2 cups of water. After you heat 4 to 5 whistles, turn the heat to low and cook for another 15 minutes.Turn off the heat and allow the pressure cooker to release its pressure naturally. This would take another 10 minutes. The beans continue to cook under the pressure even when it is turned off.Once the pressure is released, open the cooker and drain out the excess liquids. You store this liquid and use it in the vegetable stock or risotto.Once the beans are cooked, our next step is to spice it up to make the baked beans.Heat oil in a sauce pan on medium heat; add in the onions and garlic and give it a light saut‚ until the onions are tender. Add the tomatoes, honey and the spices and give it a stir.Add in the cooked drained beans into the tomato gravy. Stir fry the beans until the beans get well coated with the tomatoes. Cover the pan, turn the heat to low and simmer the beans for about 30 minutes until you noticed the beans are well coated with the spices and tomatoes. Check the salt and seasoning levels and adjust to suit your taste.You can optionally garnish the Homemade Baked Beans with coriander leaves and serve it along with toast, orÿPotato Cakes Recipe.",https://www.archanaskitchen.com/homemade-baked-beans-recipe-wholesome-healthy
12,Veg Chili Cheese Burgers Recipe,"2 Burger buns,5 Pickled Jalapenos - sliced,2 Cheese Slices,2 Potatoes (Aloo) - pressure cooked,1 Onion - chopped,1 tablespoon Red Chilli powder,Salt - to taste,1 Whole Egg,1/2 cup Whole Wheat Bread crumbs,4 cloves Garlic - chopped,1 Onions - chopped,2 Tomatoes - chopped,1 cup Homemade tomato puree,1 Green Bell Pepper (Capsicum) - chopped,1/2 cup Soy granules,1 tablespoon Red Chilli powder,1 teaspoon Red Chilli flakes,1 tablespoon Cumin powder (Jeera),1 tablespoon Dried oregano,1 tablespoon Tabasco Original - Hot Sauce,1 teaspoon Honey,Salt - to taste,Sunflower Oil",10,45,55,4,Continental,Main Course,Vegetarian,"To begin making the Veg Chili Cheese Burgers Recipe, we will first pressure cook the potatoes and keep it ready. Cook them for 5 whistles in a pressure cooker.ÿOnce done allow the pressure to release naturally and peel off the skin. Add them into a bowl and mash it using a potato masher.Add onions, salt and red chilli powder and bind it together. Shape them into medium sized cutlets and leave it in the fridge to rest until you move on to make the sauce.To make the sauce, heat a flat skillet with oil on medium heat, add garlic and allow it soften for few seconds.Add chopped onions and saute until they turn golden brown. Add chopped capsicum and saute for a few minutes.ÿAdd in chopped tomatoes and sprinkle with a bit of salt and saute till they turn mushy. Also add in the tomato puree and all the seasonings like, red chilli powder, cumin powder, red chilli flakes, dried oregano, tobacco sauce and honey.Keep saut‚ing until the tomatoes are cooked, you will notice the tomatoes will change color and the raw smell goes away.At the end add the soya granules and salt to taste. Add about 1/4 cup of water and allow it to boil for 4-6 minutes minutes. Let the sauce be little gravish.Switch off the heat, heat a flat skillet for the patties to shallow fry them. Take the patties out of the fridge. Beat an egg into a bowl and also keep the bread crumbs ready over a plate.Carefully dip the patties into the egg and place them over the bread crumbs and coat them well on either side Dust off the excess bread crumbs.Place the crumb dipped patties on to the hot skillet and drizzle some oil on top. Cook on either side for atleast 10 minutes. Till you can see brown color crispy layer on top.Do the same for the rest of the patties and set aside.Once done, add a tablespoon of butter on the same skillet and cut the burger bun in to half horizontally and toast them on the tawa. Toast till the burger buns are golden brown and crisp.Take a cooked patty, spoon two tablespoon of the sauce on top, place a cheese slice over it and microwave the patty for just 10 seconds until you see the cheese melt.Take the patty out, spread some of the sauce on the base of the burger bun and place the patty with cheese on top and add few slices of jalapeno and close it with the burger top and serve. Do the same for the rest of the burger.Serve the Veg Chili Cheese Burgers Recipe along withÿbaby potato stir fryÿandÿMango Iced Tea Recipeÿto make it a complete meal.",https://www.archanaskitchen.com/veg-chili-cheese-burgers-recipe
13,Andhra Steel Ingavu Charu Recipe - Asfoitida Flavored Tamarand Rasam,"2 cup Tamarind Water,1/2 cup Arhar dal (Split Toor Dal),1 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 pinch Asafoetida (hing),Sunflower Oil - for cooking",0,30,30,4,Andhra,Lunch,Vegetarian,"To begin making the Andhra Style Ingavu Chaaru Recipe pressure cook the tamarind water with toor dal, hing and salt for about 4 whistles. Turn off the flame and allow the pressure to release naturally. Open the lif of the cooker and thoroughly mash the dal and bring the whole mixture together by mixing it well.ÿTo temper, heat a kadai with oil, add mustard seeds, cumin seeds, fenugreek seeds and allow it to crackle.Add curry leaves, pinch of hing and leave it for 2 seconds and pour it over the rasam.ÿServe the Andhra Style Ingavu Chaaru Recipe along withÿsteamed riceÿandÿGorikayi Palya Recipeÿÿas a comforting meal during your week day.",https://www.archanaskitchen.com/andhra-style-ingavu-chaaru-recipe-asafetida-flavored-tamarind-rasam
14,And fish soup recipe - Bengali style fish in tomato gravy,"600 grams Aar Maach (fish) - rohu/ katla fish (cut into thick steaks),1 Tomato - finely chopped,2 Bay leaves (tej patta),1-1/2 tablespoons Ginger - paste,4 Green Chillies - coarsely crushed,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),Salt - to taste,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),2 Green Chillies - slit lengthwise,Mustard oil - as required,1-1/4 cups Water - add 2 cups if you like a loose gravy,Sugar - a pinch (optional),1 tablespoon Coriander (Dhania) Leaves - optional",5,15,20,2,Bengali Recipes,Dinner,High Protein Non Vegetarian,"To begin making the Aar Macher Jhol Recipe, firstly marinate the fish with salt and turmeric powder.Heat oil in a wok and shallow fry the fish on both sides till they turn crispy and golden. Remove and keep aside.Into the same wok, add bay leaves and cumin seeds. Fry these for 1 minute and add the chopped tomatoes.Saut‚ well. Into this Bengali Style Fish Gravy, add turmeric powder, cumin powder, coriander powder and enough salt and saut‚ till tomatoes soften. Add the ginger paste and coarsely crushed green chilies. Saut‚ till raw smell goes away and oil floats.Now add the water and allow the Fish gravy to come to a boil. Once the gravy starts boiling, add the fried fish and cook covered till fish has cooked through. [This should take about 6 to 8 minutes approximately]Once the fish has cooked through, add the slit green chilies, adjust salt if necessary and add sugar to taste. Allow it to cook for 5 minutes.Garnish this Bengali Fish Curry with coriander leaves and serve hot.ÿServe piping hotÿAar Macher Jhol ? Fish In Spicy Tomato Gravyÿalong withÿSteamed RiceÿandÿBegun Bhajaÿfor a weekday lunch or dinner. Enjoy!",https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-style-fish-in-spicy-tomato-gravy
15,Saunf Aloo (Fennel Potato Curry) Recipe,"5 Potatoes (Aloo) - halved with skin,2 teaspoon Fennel seeds (Saunf) - crushed,2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1/4 cup Fresh cream - or 1/2 cup milk,4 sprig Coriander (Dhania) Leaves - finely chopped",10,15,25,6,Punjabi,Lunch,Vegetarian,"To begin with Saunf Aloo, heat oil in a pressure cooker. Add turmeric powder, salt, red chilli powder and crushed fennel seeds till the fennel seeds turns golden in colour.Now add the potatoes and mix it properly with the masala. Sauce it for 2-3 minutes and then add enough water to cover the potatoes in the cooker.Switch the heat after two whistles and once the pressure is released, open the lid of the pressure cooker.The next step is to add the cream or milk and mash a few potatoes to get a thicker consistency. Let it cook for 5 more minutes or until the cooker releases 2 more whistles.Garnish the Saunf Aloo with some roasted saunf and chopped coriander.ÿServeÿSauf Aloo along withÿAmritsari DalÿandÿWhole Wheat lachha Parathaÿfor a weekday meal.",https://www.archanaskitchen.com/saunf-aloo-fennel-potato-curry-recipe
16,South Indian Onion Chutney Recipe - South Indian Onion Chutney (Recipe),"2 onions, 1 teaspoon cumin seeds, 2 tablespoons black urad dal (split), 1 tablespoon tamarind paste, 3 dry red chillies, 1/2 teaspoon jaggery, 2 teaspoons oil, salt - 1 teaspoon, as per taste Rye, 1 sprig curry leaves, 1/2 teaspoon oil",20,20,40,4,South Indian Recipes,Side Dish,Vegetarian,"To make South Indian Onion Chutney, first of all chop the onion and keep it aside. Now heat 1 teaspoon of oil in the pan. Add cumin seeds, dry red chillies and let it cook for 10 seconds. Now add urad dal in it and let it cook till it becomes golden. Turn off the gas and drain in a bowl. Add another spoon of oil to the same pan. Add onions and let it cook for 4 to 5 minutes. Turn off the gas and let it cool down. Now put urad dal, cumin and dry red chillies in the mixer grinder and grind them. Add cooked onions, tamarind and jaggery. Add some water and grind it. Now for the tempering, heat the oil in a small pan. Add mustard seeds and curry leaves. After 10 seconds, add it to the chutney and mix. Serve South Indian onion chutney with masala dosa or ghee dosa for a tsunag breakfast.",http://www.archanaskitchen.com/south-indian-onion-chutney-recipe-in-hindi
17,Hariyali Egg Curry Recipe In Coriander and Mint Gravy,"4 Whole Eggs - boiled,1 Cinnamon Stick (Dalchini) - small,1 Bay leaf (tej patta),2 Cloves (Laung),1 tablespoon Sunflower Oil,2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,2 tablespoons Fresh cream,2 cups Coriander (Dhania) Leaves - tightly packed,1 cup Mint Leaves (Pudina) - chopped,2 Green Chillies - chopped,1 Onion - roughly chopped,1 inch Ginger - chopped,4 cloves Garlic",15,20,35,4,Indian,Lunch,Eggetarian,"To begin making the Hariyali Egg Curry recipe, we will first make the Hariyali Masala.Into the Mixer Grinder (medium jar), add theÿCoriander leavesÿmint leaves,ÿGreen Chillies and 1/2 cup water. Blend all of them together to make a smooth paste and keep aside.Into the small jar of the mixer grinder, add the onions, ginger and garlic and grind to make a paste.ÿHeat 1 tablespoon oil in a kadai over medium heat, add theÿBay leaf (tej patta),ÿCloves, Cinnamon Stick and roast for a few seconds. Add theÿOnion ginger garlic paste.Saute for 4 to 5 minutes until raw onion smell goes away.Once the onions are roasted, add garam masala powder,ÿcoriander powder and saute for a few seconds.Add the Hariyali Coriander Mint Mixture, theÿfresh cream and the 4 Boiled eggs.Add water if required to adjust the consistency of the Hariyali Egg Curry.ÿÿCover & simmer the Hariyali Egg Curry for 5 minutes.Check the salt and spices and adjust to according to your taste and transfer the Hariyali Egg Curry into a serving bowl.ÿServe the Hariyali Egg Curry along with Malabar Parotta orÿ Whole Wheat Lachha ParathaÿandÿBurani Raitaÿfor a weeknight dinner.",https://www.archanaskitchen.com/hariyali-egg-curry-recipe-in-coriander-and-mint-gravy
18,Gourd Raita Recipe - Grated Bottle Gourd Yogurt Salad,"2 cups curd, 1 cup gourd - peel and tighten, 1 cucumber - peel and grind, 1 green - finely chopped, 1 green coriander - little, 1/2 teaspoon cumin powder, salt - as per taste",15,15,30,4,Indian,Side Dish,Vegetarian,"To prepare gourd raita, prepare all the ingredients first. Add grated gourd, cucumber, curd, green chillies, salt, cumin powder and coriander in a large bowl. Mix well and your raita is ready. Serve gourd raita with Garlic Dal, gourd elder greens and phulka for dinner.",http://www.archanaskitchen.com/grated-bottle-gourd-yogurt-salad-recipe-in-hindi
19,Homemade Tater Tots Recipe,"10 Potatoes (Aloo),1 teaspoon Garlic powder,1 teaspoon Onion powder,1 teaspoon Dried oregano,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 teaspoon Red Chilli flakes,2 tablespoon All Purpose Flour (Maida),1 tablespoon Rice flour,Salt - to taste,Sunflower Oil - for deep frying the tater tots",15,45,60,8,Continental,Appetizer,Vegetarian,"To begin making the Homemade Tater Tots Recipe, scrub potatoes thoroughly and wash them until clean. Peel the skin of the potatoes and we will not parboil the potatoes in hot water. In a large saucepan, add the potatoes and boil it brisk for about 5 to 7 minutes. After 5 to 7 minutes the potatoes would have boiled through slightly, but firm.Once boiled, water the potatoes until cold water and pat dry. This process will cool the potatoes a little. Once slightly cooled, grate the potatoes into a large mixing bowl.ÿAdd the garlic powder, onion powder, dried oregano, red chili flakes, fresh coriander leaves, salt to taste, all purpose flour, rice flour and mix well to form a dough like consistency.The next step is to shape the potatoes and deep fry the tater tots. Grease your fingers and palm with oil and shape the potatoes into bite size ovals (cylinders).Heat oil in a pan for deep frying over medium heat. Carefully drop each one of the shaped Tater Tots in oil and fry them on medium heat until golden brown on all sides.Once done, remove the Tater Tots from the oil and place it on kitchen paper towels to absorb the excess oil.Serve the Tater Tots with tomato ketchup or a Sichuan Style Bird Eye Chili Sauce as a tea time snack or as an appetizer for parties.",http://www.archanaskitchen.com/homemade-tater-tots-recipe
20,Chettinad Vegetable Casserole Recipe - Chettinad Vegetable Pulao Recipe,"1 cup rice - wash well in water, 12 small onions - finely chopped, 2 cloves garlic - tighten, 1 inch ginger - tighten, 2 green chillies - straight and thin cut, 1 bay leaf - break , 1 tsp red chilli powder, 1 tsp turmeric powder, 1 carrot - chop, 12 green beans - chop, 2 potatoes - peel and chop, ghee - as per use, 2 cloves, 1 inch cinnamon, 1 tsp fennel , 1 tsp whole pepper, 1 tsp coriander seeds, 1/4 cup green peas - steam, 1/4 cup mint leaves - finely chopped",15,45,60,4,Chettinad,Dinner,Vegetarian,"To make Chettinad vegetable casserole, first cut all the vegetables. Soak rice for 30 minutes. Heat a pan on gas. Add long, cinnamon, fennel, whole black pepper, coriander seeds, and roast for 2 to 3 minutes. Turn off the gas and allow this spice mixture to cool. After it cools down, put it in a blender and grind it. Keep it aside. Now heat ghee in a pan. Add ginger, garlic, onion, green chilies and cook till the onion becomes soft. After the onion becomes soft, add carrots, green beans, potatoes, bay leaves, turmeric powder, red chilli powder, ground spices and mix well. After 2 minutes, add rice, salt, 2 cups of water and let it boil. After boiling, reduce the heat, cover the pan and cook until the rice is cooked. If the rice remains raw, then add some more water and cook it. After cooking, turn off the gas, cover and keep it aside for 10 minutes. Serve. Serve Chettinad Vegetable Casserole Recipe along with Bundi Raita and Baked Papad for dinner.",https://www.archanaskitchen.com/chettinad-vegetable-pulao-recipe-with-kohinoor-silver-basmati-rice-in-hindi
21,Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe,"8 amla, 6 small onions, 10 bud garlic, 2 green chillies, 1/2 cup mint, 1/2 cup coriander, salt - as per taste, 1 tsp oil, 1 tsp oil, 1/2 tsp rye, 1/4 tsp urad dal, 1/4 tsp chana dal, 1 sprig curry leaves, 10 cashew nuts",5,10,15,3,Tamil Nadu,Side Dish,Vegetarian,"To make Garlic Amla Chutney Recipe, first wash the amla, cut and remove the seeds. Now wash the mint, green coriander and keep it aside. Now heat oil in a pan. Add small onion, garlic and cook the onion after it becomes soft. Now add amla, mint, green coriander and cook it for 2 minutes. Turn off the gas. Allow this mixture to cool. Pour this mixture in the mixer grinder with salt, a little water and make a paste. Keep it separately. For tempering, now heat oil in a tempering pan. Add the mustard seeds, chana dal, urad dal, curry leaves, cashews and cook until cashew is light brown. Add this tempering to the chutney and mix. Mix well and serve. Serve Garlic Amla Chutney Recipe with Ghee Roast Dosa and Filter Coffee for breakfast.",http://www.archanaskitchen.com/lehsun-amla-chutney-recipe-garlic-gooseberry-chutney-in-hindi
22,Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,"1/2 cup Gram flour (besan),1/2 cup Whole Wheat Flour,1/4 cup Rice flour,1 Cucumber - peeled and grated,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 Green Chillies - finely chopped,1/2 cup Coriander (Dhania) Leaves - chopped,5 cloves Garlic - finely chopped,Salt - to taste,Ghee - for smearing on thalipeeth",30,30,60,4,Maharashtrian Recipes,Indian Breakfast,Diabetic Friendly,"To begin making the Maharashtrian Kakdi Thalipeeth Recipe, in a large mixing bowl add all the 3 flours together and mix them. Add all the remaining ingredients like the grated cucumber, turmeric powder, cumin powder, coriander powder, red chili powder, green chillies, coriander leaves, garlic and salt to taste.Mix everything well and add a little water at a time to make a smooth and firm dough of the KakdiÿThalipeeth. The cucumber will release water when it gets combined with salt, so take care to add little water at a time.ÿThe dough will be slightly sticky to handle. Allow the dough to rest for 5 minutes. Divide the dough into 4 portions.ÿPreheat theÿskillet on medium heat. Keep water in a separate bowl to wet fingers and to wet a muslin cloth.Spread a wet muslin cloth on a smooth counter top. Take a portion of the Kakdi Thalipeeth mixture and pat it on the wet cloth to about 4 inches in diameter. Try not to make it too thin as it can break while flipping it on the skillet.Carefully lift the cloth along with the patted mixture and flip the Thalipeeth over on the skillet. Drizzle a teaspoon of oil or ghee around the Thalipeethÿand cook on medium heat.After about 3 minutes, you will be able to flip theÿKakdi Thalipeeth over to the other side. Allow each side to cook on medium heat for about 3-4 minutes, until theÿThalipeethÿare slightly crisp and browned. Remove from heat and place on a serving platter.Continue the same procedure with the other portions of theÿKakdi Thalipeeth dough.Serve the Maharashtrian Kakdi Thalipeeth along withÿHomemade Yogurtÿorÿlahsun chutneyÿfor breakfast.",http://www.archanaskitchen.com/maharashtrian-kakdi-thalipeeth-recipe-spiced-cucumber-flat-bread
23,Homemade Healthy Subway Sandwich Recipe With Beet & Sprout,"2 Submarine Bread (Subway Bread) - (flat breadsÿor foot longs),1/2 cup Green Moong Sprouts,1 Beetroot - grated,2 cloves Garlic - grated,1/2 cup Hung Curd (Greek Yogurt),2 tablespoon Coriander (Dhania) Leaves - finely chopped,2 Tomatoes - thinly sliced,2 Stalks Spring Onion (Bulb & Greens) - finely chopped,Tabasco Original - Hot Sauce - to taste,Salt and Pepper - to taste",15,15,30,4,Fusion,Dinner,High Protein Vegetarian,"To begin making Subway Sandwich Recipe With Roasted Beetroot, we will first cook the beets.Heat a teaspoon of oil in a wok; add the grated beets and garlic, sprinkle some salt and stir fry on low to medium heat until the beets are softened and cooked.Once you notice the beetroot is cooked through, turn off the heat and allow it to cool completely.Once the beetroot has cooled completely, add it to a large mixing bowl. To this add in the greek yogurt/ hung curd, coriander leaves, spring onions along with salt and pepper to taste. Give the mixture a good stir. Keep this aside.In the next step toast the subway bread or the foot long along with butter in a skillet until lightly warmed and crisp. You can use butter or olive oil for toasting. Make sure you cut them into half and then toast.Once once, the next step is to layer the Subway Sandwich With Roasted Beetroot.Place the cut and toasted subway bread on a flat surface.Spread the beetroot mixture on one half of the sandwich, scatter the sliced tomatoes, the green moong sprouts and drizzle some tabasco sauce for a punch.ÿNow cover the Subway Sandwich With Roasted Beetroot by pressing it down with the other half and serve.Serve theÿSubway Sandwich Recipe With Roasted Beetroot for aÿwholesome weeknight dinnerÿor even as an after school snack for your kids along with aÿApple Almond Date Smoothie.ÿYou can also pack this sandwich into an office lunchbox.",http://www.archanaskitchen.com/homemade-healthy-subway-sandwich-recipe-with-beet-sprout
24,South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry,"5 Drumstick - cut into 3 inch pieces,1/2 cup Fresh coconut - grated,2 Green Chillies - slit,1 sprig Curry leaves,1 teaspoon Mustard seeds,2 teaspoons Coconut Oil,2 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Water - as needed",30,15,45,4,South Indian Recipes,Side Dish,Vegetarian,"To begin making Murungakkai Poriyal Recipe, wash the drumsticks well & peel them by removing the tough green part.ÿCut them in 2 inches length.Take about glass of water in a kadhi, bring it to a boil, add these drumsticks with salt, turmeric powder (optional) & lightly steam them for 5-8 minutes.ÿBe careful not to overcook the drumsticks. It should be tender but not mushy as in sambar or avial.Drain the water, keep the steamed drumsticks aside to cool slightly.Grate the coconut, add the green chillies & grind them well in a mixer.In the kadai, add coconut oil, once hot, add the mustard seeds, let it crackle.Then add the dry red chillies, curry leaves & add the steamed drumsticks.Mix everything well & let it cook for a minute.ÿAdd the grated coconut & give it one last stir.Serve Murungakkai Poriyal Recipe along withÿKerala Avial Recipe,ÿSteamed Rice RecipeÿandÿMalabar Style Dates Pickle Recipeÿfor a complete meal.",http://www.archanaskitchen.com/murungakkai-poriyal-recipe-south-indian-style-drumstick-stir-fry
26,Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,"3/4 cup Mango Pulp (Puree),1 cup Curd (Dahi / Yogurt) - (low fat),1 tablespoon Sugar - or honey,2 pinch Saffron strands,3 tablespoons Badam (Almond) - roughly chopped,3 tablespoons Milk - luke warm+more cold milk as needed,Ice cubes - a few",15,10,25,2,Indian,Snack,Vegetarian,"To begin making Kesar Mango Lassi Recipe, soak one pinch kesar in 2 tablespoons warm milk and keep it aside for few minutes.Get prep with other ingredients as well. Take out the pulp from the mangoes and keep aside.In a blender, add mango pulp, curd/yogurt, cold milk and blend till combined.Once it is done, add chopped almonds (2 tablespoons), honey or sugar, some ice cubes and blend to make theÿKesar Mango Lassi Recipe.Kesar Mango Lassi Recipe is ready to serve, garnish it with the rest of chopped almonds and saffron and serve with Bhel Puri Recipe or Asian Watermelon Salad Recipe during evening.",https://www.archanaskitchen.com/mango-saffron-lassi-recipe
27,Chettinad Sweet Paniyaram Recipe - Chettinad Sweet Paniyaram Recipe,"1 cup idli dosa mixture, 4 tablespoons rice rava, 1/3 cup jaggery, 3 tablespoons coconut - grated, 1 tablespoon of cardamom powder, salt - as per taste, water - as per use, oil - as per use",5,20,25,10,Chettinad,Snack,Vegetarian,"To make the Chettinad sweet paniyaram recipe, firstly mix and mix idli dosa mixture, rice rava, jaggery, coconut, salt, elaichi powder, some water in a mixing bowl. Keep aside for 5 minutes and mix again. Heat the paniyaram pan and add some oil to each hole. After heating, add the mixture to it and cover it. Cook on low heat. Once cooked from one side, flip it and cook from the other side. Cook on both sides until golden. Remove from pan and serve. Serve the Chettinad Sweet Paniyaram Recipe with Masala Tea or Filter Coffee for an evening snack.",http://www.archanaskitchen.com/chettinad-sweet-paniyaram-recipe-in-hindi
29,Mini Dal Samosa Curry / Sabzi Recipe,"3 Cardamom (Elaichi) Pods/Seeds,6 Whole Black Peppercorns,1/2 inch Cinnamon Stick (Dalchini),3 cloves Cloves (Laung),1 Mace (Javitri),1 Bay leaf (tej patta),1 Black cardamom (Badi Elaichi),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,6 Samosas - mini,15 Cashew nuts,1 Green Chilli,1 Onion - roughly chopped,2 Tomato - roughly chopped,1/2 inch Ginger,1/2 teaspoon Sugar,1 tablespoon Fresh cream,2 tablespoons Sunflower Oil",5,30,35,3,North Indian Recipes,Lunch,Vegetarian,"To begin making the Mini Dal Samosa Gravy Recipe, we need to first prepare the gravy.ÿIn a heavy bottomed pan, addÿ1 tablespoon of cooking oil and heat it on a medium flame.ÿOnce the oil is hot,ÿadd Cardamom, Black Pepper, Cloves, Cinnamon, Javitri and saute for few seconds.ÿNext add cashew nuts, green chilli, ginger, chopped onion and tomatoes.ÿMix well and add 1/2 cup water and Salt (as per your taste)Cover the pan and boil this mixture until the onions and tomato become soft. Turn off the flame and let this mixture cool.ÿOnce the mixture is cool, add it to a mixer and blend until smooth.ÿStrain the paste to remove any big chunk of ingredients (optional to give fineness to gravy). Keep aside.ÿIn the same heavy bottomed pan, heat one tablespoons of oil and add bay leaf, black cardamom. Once the spices release the aromas add in the ground tomato and onion mixture, addÿKashmiri Red Chilli powder, Turmeric powder, Coriander powder, Garam Masala and the crushed Kasuri Methi.Mix well and cook for 10 mins at low flame. Add fresh cream and sugar and stir it well into the gravy.ÿSimmer for a few more minutes and add the mini Samosas in the gravy. Turn off the flame.Make sure to add the mini dal samosas to the gravy only one hour before serving, else the samosa will get completely soggy.ÿTo make mini dal samosas at home followÿMoong Dal Mini Samosas.ServeÿMini Dal Samosa Curry Recipeÿalong with hotÿPhulka,ÿTawa ParathaÿorÿJeera RiceÿandÿKachumber Salad Recipe With Cucumber, Onion & Tomatoesÿfor a sumptuous Sunday meal",http://www.archanaskitchen.com/mini-dal-samosa-curry-recipe
31,Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce,"1 Baguette - sliced,1 1/2 tablespoon Butter,1/2 tablespoon Garlic - minced,1 cup Spinach Leaves (Palak),1 Red Bell pepper (Capsicum) - (optional,1 Tomato - finely chopped,1 Onion - finely chopped (optional),1 tablespoon Black pepper powder - adjust,1 tablespoon Italian seasoning,1 teaspoon Fresh cream,1 cup Cheddar cheese - grated,Salt - to taste,1 tablespoon Roasted tomato pasta sauce",10,20,30,4,Italian Recipes,Appetizer,Vegetarian,"To prepare Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce, prepare garlic flavoured butter first. Mix the garlic extract through cutting and folding method into butter at room temperature until well mixed.Slice the bread to about an inch thick, apply garlic butter, and grill them for 6-10 minutes in a preheated oven at 180 degrees C. You can even roast it on the stove if you don't have an oven.ÿBlanch spinach leaves in the microwave for 4-5 minutes and chop roughly.Meanwhile, Red bell pepper sauce can be prepared.In pan, mix chopped bell peppers, onions, salt, pepper roasted tomato sauce and Italian seasoning with butter and cook till mushy.Add fresh cream at the till and saute till thick and creamy. Set the red bell pepper sauce aside to cool.spread the blanched spinach on the grilled baguette bread, spoon the chopped tomatoes on it, add cheese and bake again for 5 minutes in the pre-heated oven at 180 degrees C.Once the sauce is cooled, serveÿSpinach Garlic Bruschetta Recipe With freshly prepared Red Bell Pepper Sauce recipe. Couple it withÿRoasted Cherry Tomato Soup Recipeÿor yourÿchoiceÿof soup and salad likeÿPotato And Cucumber Salad Recipeÿfor light dinner.",http://www.archanaskitchen.com/spinach-garlic-bruschetta-recipe-with-red-bell-pepper-sauce
